#,Product,Grade,Vat Type,Spec.,Battery Health,Qty, Offer,Order Qty, Total,,Notes:
507,Apple iPhone 13 Pro Max 128GB Grphte - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
508,Apple iPhone 13 Pro Max 128GB Silver - Grade A - Standard Vat - Canada / Japan Spec - 80%+ Battery Health,Grade A,Standard,Canada / Japan,80%+,1, £ -   ,0, £ -   ,,
509,Apple iPhone 13 Pro Max 128GB Silver - Grade A - Standard Vat - US Spec,Grade A,Standard,US,Untested,1, £ -   ,0, £ -   ,,
510,Apple iPhone 13 Pro Max 128GB Silver - Grade A - Standard Vat - US Spec - 80%+ Battery Health,Grade A,Standard,US,80%+,9, £ -   ,0, £ -   ,,
511,Apple iPhone 13 Pro Max 128GB Silver - Grade B - Standard Vat - US Spec - 80%+ Battery Health,Grade B,Standard,US,80%+,2, £ -   ,0, £ -   ,,
512,Apple iPhone 13 Pro Max 128GB Silver - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
513,Apple iPhone 13 Pro Max 128GB Silver - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
514,Apple iPhone 13 Pro Max 128GB SirBlu - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
515,Apple iPhone 13 Pro Max 128GB SirBlu - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
516,Apple iPhone 13 Pro Max 128GB SirBlu - Grade B - Standard Vat - US Spec - 80%+ Battery Health,Grade B,Standard,US,80%+,4, £ -   ,0, £ -   ,,
517,Apple iPhone 13 Pro Max 128GB SirBlu - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,4, £ -   ,0, £ -   ,,
518,Apple iPhone 13 Pro Max 128GB SirBlu - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
519,Apple iPhone 13 Pro Max 128GB SirBlu - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
520,Apple iPhone 13 Pro Max 128GB SirBlu - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
521,Apple iPhone 13 Pro Max 1TB Grphte - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
522,Apple iPhone 13 Pro Max 1TB Grphte - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
523,Apple iPhone 13 Pro Max 1TB Grphte - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
524,Apple iPhone 13 Pro Max 1TB Silver - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
525,Apple iPhone 13 Pro Max 256GB Gold - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
526,Apple iPhone 13 Pro Max 256GB Gold - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
527,Apple iPhone 13 Pro Max 256GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
528,Apple iPhone 13 Pro Max 256GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
529,Apple iPhone 13 Pro Max 256GB Grphte - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
530,Apple iPhone 13 Pro Max 256GB Grphte - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
531,Apple iPhone 13 Pro Max 256GB Grphte - Grade B (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
532,Apple iPhone 13 Pro Max 256GB Grphte - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
533,Apple iPhone 13 Pro Max 256GB Silver - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
534,Apple iPhone 13 Pro Max 256GB Silver - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
535,Apple iPhone 13 Pro Max 256GB Silver - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
536,Apple iPhone 13 Pro Max 256GB SirBlu - Grade B - Standard Vat - US Spec - 80%+ Battery Health,Grade B,Standard,US,80%+,1, £ -   ,0, £ -   ,,
537,Apple iPhone 13 Pro Max 256GB SirBlu - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
538,Apple iPhone 13 Pro Max 256GB SirBlu - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
539,Apple iPhone 13 Pro Max 512GB Green - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
540,Apple iPhone 13 Pro Max 512GB Grphte - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
541,Apple iPhone 14 128GB Blue - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,17, £ -   ,0, £ -   ,,
542,Apple iPhone 14 128GB Blue - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,7, £ -   ,0, £ -   ,,
543,Apple iPhone 14 128GB Blue - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,359, £ -   ,0, £ -   ,,
544,Apple iPhone 14 128GB Blue - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
545,Apple iPhone 14 128GB Blue - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
546,Apple iPhone 14 128GB Mdnght - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
547,Apple iPhone 14 128GB Mdnght - Grade B - Marginal Vat - China / HK Spec - 80%+ Battery Health,Grade B,Marginal,China / HK,80%+,1, £ -   ,0, £ -   ,,
548,Apple iPhone 14 128GB Mdnght - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
549,Apple iPhone 14 128GB Mdnght - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,11, £ -   ,0, £ -   ,,
550,Apple iPhone 14 128GB Mdnght - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
551,Apple iPhone 14 128GB Mdnght - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,14, £ -   ,0, £ -   ,,
552,Apple iPhone 14 128GB Mdnght - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,135, £ -   ,0, £ -   ,,
553,Apple iPhone 14 128GB Mdnght - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,14, £ -   ,0, £ -   ,,
554,Apple iPhone 14 128GB Mdnght - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
555,Apple iPhone 14 128GB Mdnght - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
556,Apple iPhone 14 128GB Purple - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
557,Apple iPhone 14 128GB Purple - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
558,Apple iPhone 14 128GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,8, £ -   ,0, £ -   ,,
559,Apple iPhone 14 128GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,311, £ -   ,0, £ -   ,,
560,Apple iPhone 14 128GB Purple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,7, £ -   ,0, £ -   ,,
561,Apple iPhone 14 128GB Purple - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
562,Apple iPhone 14 128GB Red - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
563,Apple iPhone 14 128GB Red - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
564,Apple iPhone 14 128GB Red - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
565,Apple iPhone 14 128GB Red - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,137, £ -   ,0, £ -   ,,
566,Apple iPhone 14 128GB Red - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
567,Apple iPhone 14 128GB Red - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
568,Apple iPhone 14 128GB Starlight - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
569,Apple iPhone 14 128GB Starlight - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,4, £ -   ,0, £ -   ,,
570,Apple iPhone 14 128GB Starlight - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,58, £ -   ,0, £ -   ,,
571,Apple iPhone 14 128GB Starlight - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
572,Apple iPhone 14 128GB Yellow - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
573,Apple iPhone 14 256GB Blue - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
574,Apple iPhone 14 256GB Blue - Grade A - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade A,Standard,China / HK,80%+,1, £ -   ,0, £ -   ,,
575,Apple iPhone 14 256GB Blue - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
576,Apple iPhone 14 256GB Blue - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,18, £ -   ,0, £ -   ,,
577,Apple iPhone 14 256GB Blue - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
578,Apple iPhone 14 256GB Blue - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
579,Apple iPhone 14 256GB Mdnght - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
580,Apple iPhone 14 256GB Mdnght - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
581,Apple iPhone 14 256GB Mdnght - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
582,Apple iPhone 14 256GB Mdnght - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,19, £ -   ,0, £ -   ,,
583,Apple iPhone 14 256GB Mdnght - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
584,Apple iPhone 14 256GB Purple - Grade A - Standard Vat - China / HK Spec,Grade A,Standard,China / HK,Untested,1, £ -   ,0, £ -   ,,
585,Apple iPhone 14 256GB Purple - Grade B - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade B,Standard,China / HK,80%+,1, £ -   ,0, £ -   ,,
586,Apple iPhone 14 256GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,20, £ -   ,0, £ -   ,,
587,Apple iPhone 14 256GB Purple - Grade C - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade C,Standard,China / HK,80%+,1, £ -   ,0, £ -   ,,
588,Apple iPhone 14 256GB Purple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
589,Apple iPhone 14 256GB Red - Grade A - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade A,Standard,China / HK,80%+,1, £ -   ,0, £ -   ,,
590,Apple iPhone 14 256GB Red - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
591,Apple iPhone 14 256GB Red - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
592,Apple iPhone 14 256GB Starlight - Grade A - Standard Vat - China / HK Spec,Grade A,Standard,China / HK,Untested,1, £ -   ,0, £ -   ,,
593,Apple iPhone 14 256GB Starlight - Grade A - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade A,Standard,China / HK,80%+,2, £ -   ,0, £ -   ,,
594,Apple iPhone 14 256GB Starlight - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
595,Apple iPhone 14 256GB Starlight - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
596,Apple iPhone 14 256GB Starlight - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
597,Apple iPhone 14 256GB Starlight - Grade C - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade C,Standard,China / HK,80%+,2, £ -   ,0, £ -   ,,
598,Apple iPhone 14 256GB Starlight - Pristine A+ - Standard Vat - China / HK Spec - 80%+ Battery Health,Pristine A+,Standard,China / HK,80%+,6, £ -   ,0, £ -   ,,
599,Apple iPhone 14 256GB Yellow - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
600,Apple iPhone 14 512GB Blue - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
601,Apple iPhone 14 512GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
602,Apple iPhone 14 512GB Starlight - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
603,Apple iPhone 14 Pro 128GB Gold - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
604,Apple iPhone 14 Pro 128GB Gold - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,71, £ -   ,0, £ -   ,,
605,Apple iPhone 14 Pro 128GB Gold - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
606,Apple iPhone 14 Pro 128GB Purple - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
607,Apple iPhone 14 Pro 128GB Purple - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
608,Apple iPhone 14 Pro 128GB Purple - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
609,Apple iPhone 14 Pro 128GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
610,Apple iPhone 14 Pro 128GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,391, £ -   ,0, £ -   ,,
611,Apple iPhone 14 Pro 128GB Purple - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
612,Apple iPhone 14 Pro 128GB Purple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,4, £ -   ,0, £ -   ,,
613,Apple iPhone 14 Pro 128GB Purple - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
614,Apple iPhone 14 Pro 128GB Silver - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
615,Apple iPhone 14 Pro 128GB Silver - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
616,Apple iPhone 14 Pro 128GB Silver - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
617,Apple iPhone 14 Pro 128GB Silver - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,66, £ -   ,0, £ -   ,,
618,Apple iPhone 14 Pro 128GB SpBlk - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
619,Apple iPhone 14 Pro 128GB SpBlk - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
620,Apple iPhone 14 Pro 128GB SpBlk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,5, £ -   ,0, £ -   ,,
621,Apple iPhone 14 Pro 128GB SpBlk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,360, £ -   ,0, £ -   ,,
622,Apple iPhone 14 Pro 128GB SpBlk - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
623,Apple iPhone 14 Pro 128GB SpBlk - Grade C (Non-Genuine) - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C (Non-Genuine),Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
624,Apple iPhone 14 Pro 1TB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,6, £ -   ,0, £ -   ,,
625,Apple iPhone 14 Pro 256GB Gold - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
626,Apple iPhone 14 Pro 256GB Gold - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
627,Apple iPhone 14 Pro 256GB Gold - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,17, £ -   ,0, £ -   ,,
628,Apple iPhone 14 Pro 256GB Purple - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
629,Apple iPhone 14 Pro 256GB Purple - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
630,Apple iPhone 14 Pro 256GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,11, £ -   ,0, £ -   ,,
631,Apple iPhone 14 Pro 256GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,158, £ -   ,0, £ -   ,,
632,Apple iPhone 14 Pro 256GB Purple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
633,Apple iPhone 14 Pro 256GB Silver - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
634,Apple iPhone 14 Pro 256GB Silver - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
635,Apple iPhone 14 Pro 256GB SpBlk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,10, £ -   ,0, £ -   ,,
636,Apple iPhone 14 Pro 256GB SpBlk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,72, £ -   ,0, £ -   ,,
637,Apple iPhone 14 Pro 256GB SpBlk - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
638,Apple iPhone 14 Pro 512GB Gold - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
639,Apple iPhone 14 Pro 512GB Purple - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
640,Apple iPhone 14 Pro 512GB Purple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,16, £ -   ,0, £ -   ,,
641,Apple iPhone 14 Pro 512GB Silver - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
642,Apple iPhone 14 Pro 512GB Silver - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
643,Apple iPhone 14 Pro 512GB SpBlk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
644,Apple iPhone 14 Pro 512GB SpBlk - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,29, £ -   ,0, £ -   ,,
645,Apple iPhone 14 Pro Max 128GB Gold - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
646,Apple iPhone 14 Pro Max 128GB Gold - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,83, £ -   ,0, £ -   ,,
647,Apple iPhone 14 Pro Max 128GB Gold - Grade B - Standard Vat - China / HK Spec - 80%+ Battery Health,Grade B,Standard,China / HK,80%+,1, £ -   ,0, £ -   ,,
